,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Absolute,Maximal,By Balance,By Equity
0,1549399,135,135 (100.00%),0 (0.00%),13 732.00 JPY,0.00 JPY,"458 532.00 JPY
 (42 819 pips)",0.00 JPY,135 (458 532.00 JPY),458 532.00 JPY (135),1.28,100.00%,64.19%,46 minutes ago,16.0,3 days,0.0,96 (71.11%),39 (28.89%),,3 396.53 JPY,3 396.53 JPY,0.00 JPY,0 (0.00 JPY),0.00 JPY (0),5.44%,,0%,0.00 JPY,0.00 JPY (0.00%),0.00% (0.00 JPY),36.64% (1 119 433.00 JPY)
0,1353570,113,45 (39.82%),68 (60.18%),44 421.85 RUB,-12 774.14 RUB,"238 768.65 RUB
 (101 829 pips)","-183 065.26 RUB
 (91 323 pips)",6 (69 682.81 RUB),69 682.81 RUB (6),0.05,55.72%,31.63%,2 days ago,5.0,2 days,0.56,60 (53.10%),53 (46.90%),1.3,492.95 RUB,5 305.97 RUB,-2 692.14 RUB,8 (-40 375.68 RUB),-40 375.68 RUB (8),8.35%,101.61%,0%,59 800.25 RUB,100 254.22 RUB (153.17%),28.42% (98 443.37 RUB),3.76% (11 986.48 RUB)
0,1255076,162,160 (98.76%),2 (1.23%),7.78 USD,-2.32 USD,"330.45 USD
 (39 004 pips)",-9.51 USD,86 (143.60 USD),171.07 USD (68),1.4,100.00%,112.97%,7 days ago,4.0,4 days,123.44,102 (62.96%),60 (37.04%),34.75,1.98 USD,2.07 USD,-4.75 USD,1 (-2.32 USD),-2.32 USD (1),4.07%,49.40%,0%,0.16 USD,2.60 USD (0.43%),0.30% (2.36 USD),33.22% (359.28 USD)
0,1536431,827,630 (76.17%),197 (23.82%),27.92 USD,-46.92 USD,"1 676.71 USD
 (159 313 pips)","-1 561.44 USD
 (325 908 pips)",41 (95.14 USD),99.84 USD (30),0.03,70.45%,16.07%,4 hours ago,74.0,9 hours,0.25,417 (50.42%),410 (49.58%),1.07,0.14 USD,2.66 USD,-7.93 USD,19 (-254.40 USD),-254.40 USD (19),-3.25%,-39.39%,96%,16.29 USD,465.88 USD (25.27%),41.18% (465.88 USD),20.53% (188.64 USD)
0,1288314,527,525 (99.62%),2 (0.38%),140.78 USD,-3.52 USD,"4 956.81 USD
 (137 197 pips)","-119.43 USD
 (6 pips)",325 (2 113.51 USD),2 499.48 USD (178),0.59,100.00%,44.41%,3 minutes ago,15.0,3 days,1227.76,185 (35.10%),342 (64.90%),41.5,9.18 USD,9.44 USD,-59.72 USD,1 (-3.52 USD),-3.52 USD (1),1.05%,12.68%,0%,0.12 USD,3.94 USD (0.10%),0.01% (3.67 USD),19.62% (3 526.01 USD)
0,1132647,10 865,8 993 (82.77%),1 872 (17.23%),1 540.00 BRL,-700.00 BRL,"125 863.22 BRL
 (-885 292 251 pips)","-113 625.20 BRL
 (2 941 587 pips)",122 (1 172.00 BRL),1 540.00 BRL (3),0.02,2.59%,102.39%,2 days ago,135.0,9 minutes,1.39,5 484 (50.47%),5 381 (49.53%),1.11,1.13 BRL,14.00 BRL,-60.70 BRL,3 (-177.00 BRL),-700.00 BRL (1),-12.99%,-100.00%,99%,2 542.00 BRL,8 797.00 BRL (40.32%),47.32% (7 477.00 BRL),31.61% (5 003.00 BRL)
0,1278285,2 068,1 566 (75.72%),502 (24.27%),68.84 USD,-88.71 USD,"4 651.00 USD
 (94 881 pips)","-4 349.91 USD
 (48 251 pips)",33 (121.71 USD),202.87 USD (28),0.07,28.01%,76.63%,54 minutes ago,34.0,3 hours,0.81,981 (47.44%),1 087 (52.56%),1.07,0.15 USD,2.97 USD,-8.67 USD,8 (-49.36 USD),-149.86 USD (2),6.70%,81.29%,99%,118.30 USD,369.59 USD (67.13%),63.18% (370.83 USD),32.82% (99.80 USD)
0,928332,263,232 (88.21%),31 (11.79%),76.00 BRL,-153.00 BRL,"1 493.03 BRL
 (13 042 pips)","-1 127.63 BRL
 (4 356 pips)",54 (235.43 BRL),235.43 BRL (54),0.07,100.00%,30.48%,14 hours ago,11.0,9 days,0.93,220 (83.65%),43 (16.35%),1.32,1.39 BRL,6.44 BRL,-36.38 BRL,10 (-175.38 BRL),-184.00 BRL (2),-0.26%,-3.21%,0%,0.00 BRL,391.00 BRL (8.89%),4.07% (391.00 BRL),17.19% (1 438.61 BRL)
0,1648078,51,39 (76.47%),12 (23.53%),5.35 USD,-5.02 USD,"56.98 USD
 (4 974 pips)","-24.89 USD
 (3 190 pips)",9 (12.39 USD),12.39 USD (9),0.34,86.14%,2.89%,3 minutes ago,41.0,14 hours,6.39,21 (41.18%),30 (58.82%),2.29,0.63 USD,1.46 USD,-2.07 USD,1 (-5.02 USD),-5.02 USD (1),3.21%,,100%,0.00 USD,5.02 USD (0.49%),0.49% (5.02 USD),2.26% (22.89 USD)
0,1574083,278,276 (99.28%),2 (0.72%),30.61 USD,-1.00 USD,"885.46 USD
 (39 604 pips)","-1.21 USD
 (12 pips)",215 (672.68 USD),672.68 USD (215),0.86,100.00%,1.40%,1 hour ago,25.0,2 days,884.25,136 (48.92%),142 (51.08%),731.79,3.18 USD,3.21 USD,-0.61 USD,1 (-1.00 USD),-1.00 USD (1),5.86%,71.92%,90%,0.00 USD,1.00 USD (0.08%),0.04% (0.21 USD),12.65% (643.90 USD)
0,1487160,123,123 (100.00%),0 (0.00%),2 380.00 JPY,0.00 JPY,"75 145.00 JPY
 (70 917 pips)",0.00 JPY,123 (75 145.00 JPY),75 145.00 JPY (123),1.33,100.00%,39.99%,20 hours ago,2.0,4 days,0.0,73 (59.35%),50 (40.65%),,610.93 JPY,610.93 JPY,0.00 JPY,0 (0.00 JPY),0.00 JPY (0),0.78%,9.49%,0%,0.00 JPY,0.00 JPY (0.00%),0.00% (0.00 JPY),29.14% (137 498.00 JPY)
0,1487577,569,505 (88.75%),64 (11.25%),237.59 USD,-81.79 USD,"1 143.34 USD
 (77 490 pips)","-607.69 USD
 (52 733 pips)",51 (40.92 USD),238.41 USD (2),0.08,100.00%,4.61%,1 hour ago,23.0,1 day,2.49,239 (42.00%),330 (58.00%),1.88,0.94 USD,2.26 USD,-9.50 USD,4 (-215.24 USD),-215.24 USD (4),2.19%,26.62%,100%,0.00 USD,215.31 USD (7.94%),4.57% (215.24 USD),56.84% (2 522.69 USD)
0,1609750,18,18 (100.00%),0 (0.00%),3.89 USD,0.00 USD,"26.41 USD
 (2 629 pips)",0.00 USD,18 (26.41 USD),26.41 USD (18),1.29,25.09%,5.10%,21 hours ago,3.0,11 hours,0.0,10 (55.56%),8 (44.44%),,1.47 USD,1.47 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),7.12%,,100%,0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),11.06% (24.59 USD)
0,1434687,94,57 (60.63%),37 (39.36%),89.53 USD,-19.70 USD,"1 788.31 USD
 (901 979 pips)","-70.92 USD
 (394 pips)",5 (120.40 USD),200.40 USD (4),0.7,92.77%,2.96%,3 hours ago,9.0,5 days,47.44,94 (100.00%),0 (0.00%),25.22,18.27 USD,31.37 USD,-1.92 USD,3 (-0.92 USD),-19.70 USD (1),3.63%,44.02%,97%,0.73 USD,36.20 USD (0.31%),0.31% (36.20 USD),51.85% (5 738.70 USD)
0,1610598,18,15 (83.33%),3 (16.67%),144.90 USD,-22.50 USD,"744.95 USD
 (9 046 pips)","-32.95 USD
 (963 pips)",7 (473.75 USD),473.75 USD (7),0.97,78.43%,0.55%,2 days ago,2.0,1 day,26.32,18 (100.00%),0 (0.00%),22.61,39.56 USD,49.66 USD,-10.98 USD,2 (-27.05 USD),-27.05 USD (2),6.30%,,0%,0.00 USD,27.05 USD (0.27%),0.27% (27.05 USD),6.35% (639.90 USD)
0,1600279,35,34 (97.14%),1 (2.86%),5.25 USD,-0.09 USD,"124.54 USD
 (15 043 pips)",-1.89 USD,32 (114.14 USD),114.14 USD (32),2.03,99.41%,35.59%,17 hours ago,15.0,3 days,490.6,16 (45.71%),19 (54.29%),65.89,3.50 USD,3.66 USD,-1.89 USD,1 (-0.09 USD),-0.09 USD (1),8.65%,,0%,0.16 USD,0.25 USD (0.03%),0.02% (0.16 USD),6.17% (66.51 USD)
0,971829,667,651 (97.60%),16 (2.40%),106.80 USD,-150.83 USD,"3 900.62 USD
 (193 028 pips)","-447.13 USD
 (8 447 pips)",262 (1 133.31 USD),1 133.31 USD (262),0.86,100.00%,33.90%,15 hours ago,4.0,7 days,22.79,408 (61.17%),259 (38.83%),8.72,5.18 USD,5.99 USD,-27.95 USD,2 (-16.23 USD),-150.83 USD (1),-0.25%,-3.03%,0%,0.16 USD,151.52 USD (3.75%),0.57% (151.06 USD),20.00% (5 248.07 USD)
0,1625508,137,129 (94.16%),8 (5.84%),16.68 USD,-19.69 USD,"518.96 USD
 (53 266 pips)","-73.24 USD
 (6 652 pips)",51 (266.43 USD),266.43 USD (51),0.71,68.65%,13.79%,3 hours ago,53.0,20 hours,7.86,94 (68.61%),43 (31.39%),7.09,3.25 USD,4.02 USD,-9.16 USD,3 (-45.81 USD),-45.81 USD (3),14.98%,,55%,0.04 USD,56.70 USD (1.74%),1.74% (56.62 USD),9.22% (279.79 USD)
0,1497134,867,516 (59.51%),351 (40.48%),6.71 EUR,-8.09 EUR,"750.80 EUR
 (96 902 pips)","-747.77 EUR
 (92 351 pips)",18 (19.31 EUR),19.31 EUR (18),0.02,79.38%,6.31%,50 minutes ago,26.0,7 hours,0.02,449 (51.79%),418 (48.21%),1.0,0.00 EUR,1.46 EUR,-2.13 EUR,9 (-16.67 EUR),-22.85 EUR (8),11.22%,136.18%,94%,42.22 EUR,131.85 EUR (45.52%),45.51% (131.81 EUR),5.80% (12.32 EUR)
0,1252384,862,860 (99.76%),2 (0.23%),21.83 USD,-22.44 USD,"3 369.39 USD
 (1 245 009 pips)",-98.17 USD,409 (1 662.37 USD),1 662.37 USD (409),1.35,99.22%,28.22%,2 days ago,26.0,3 days,144.23,286 (33.18%),576 (66.82%),34.32,3.79 USD,3.92 USD,-49.08 USD,1 (-22.44 USD),-22.44 USD (1),2.38%,28.83%,0%,0.96 USD,22.68 USD (0.18%),0.19% (22.52 USD),43.83% (5 197.53 USD)
0,1609016,163,149 (91.41%),14 (8.59%),210.44 USD,-50.19 USD,"3 799.87 USD
 (339 600 pips)","-224.03 USD
 (27 033 pips)",40 (1 394.36 USD),1 394.36 USD (40),0.63,100.00%,0.58%,57 minutes ago,27.0,4 days,71.25,44 (26.99%),119 (73.01%),16.96,21.94 USD,25.50 USD,-16.00 USD,2 (-0.38 USD),-50.19 USD (1),3.06%,,0%,0.00 USD,50.19 USD (0.90%),0.12% (50.19 USD),12.42% (5 250.57 USD)
0,1636440,44,28 (63.63%),16 (36.36%),15.50 USD,-13.11 USD,"110.20 USD
 (11 686 pips)","-96.79 USD
 (12 677 pips)",8 (20.85 USD),21.92 USD (3),0.05,93.93%,2.72%,2 days ago,31.0,3 days,0.63,28 (63.64%),16 (36.36%),1.14,0.30 USD,3.94 USD,-6.05 USD,2 (-15.64 USD),-15.64 USD (2),1.34%,,0%,7.45 USD,21.38 USD (2.09%),2.09% (21.38 USD),10.64% (107.78 USD)
0,1417607,2 605,1 616 (62.03%),989 (37.97%),801.54 USD,-239.20 USD,"116 201.25 USD
 (5 199 284 pips)","-56 609.24 USD
 (3 893 762 pips)",68 (2 066.66 USD),5 802.88 USD (28),0.22,14.18%,149.42%,21 hours ago,152.0,3 hours,12.57,1 199 (46.03%),1 406 (53.97%),2.05,22.88 USD,71.91 USD,-57.24 USD,39 (-4 739.73 USD),-4 739.73 USD (39),43.16%,523.71%,0%,0.00 USD,4 739.73 USD (9.55%),15.11% (4 140.85 USD),59.18% (16 143.62 USD)
0,1645083,260,214 (82.30%),46 (17.69%),21.55 USD,-28.43 USD,"630.37 USD
 (41 469 pips)","-219.34 USD
 (15 639 pips)",31 (53.26 USD),53.26 USD (31),0.35,99.06%,2.66%,51 minutes ago,200.0,19 hours,14.46,130 (50.00%),130 (50.00%),2.87,1.58 USD,2.95 USD,-4.77 USD,1 (-28.43 USD),-28.43 USD (1),4.89%,,100%,0.00 USD,28.43 USD (0.32%),0.32% (28.43 USD),8.84% (779.66 USD)
0,1582583,32,30 (93.75%),2 (6.25%),8.50 USD,-0.33 USD,"41.42 USD
 (5 590 pips)","-1.98 USD
 (70 pips)",26 (37.97 USD),37.97 USD (26),0.66,98.96%,52.42%,2 days ago,15.0,2 days,56.34,16 (50.00%),16 (50.00%),20.92,1.23 USD,1.38 USD,-0.99 USD,2 (-0.54 USD),-0.54 USD (2),5.94%,,0%,0.04 USD,0.70 USD (0.29%),0.02% (0.04 USD),32.73% (69.96 USD)
0,1542094,113,71 (62.83%),42 (37.17%),160.00 BRL,-170.00 BRL,"3 727.00 BRL
 (225 100 pips)","-3 338.00 BRL
 (117 195 pips)",9 (496.00 BRL),550.00 BRL (5),0.05,0.33%,13.03%,20 hours ago,8.0,7 minutes,0.42,55 (48.67%),58 (51.33%),1.12,3.44 BRL,52.49 BRL,-79.48 BRL,4 (-620.00 BRL),-620.00 BRL (4),19.18%,,90%,537.00 BRL,920.00 BRL (14.41%),14.41% (920.00 BRL),4.00% (245.00 BRL)
0,1147854,686,684 (99.70%),2 (0.29%),40.40 USD,-0.43 USD,"2 618.50 USD
 (144 862 pips)","-64.51 USD
 (25 pips)",268 (511.97 USD),1 494.67 USD (199),1.39,100.00%,50.92%,2 days ago,6.0,4 days,2240.34,385 (56.12%),301 (43.88%),40.59,3.72 USD,3.83 USD,-32.25 USD,1 (-0.43 USD),-0.43 USD (1),0.70%,9.02%,0%,0.20 USD,1.14 USD (0.04%),0.02% (0.20 USD),49.44% (1 014.96 USD)
0,1610495,703,553 (78.66%),150 (21.34%),1 024.33 USD,-332.47 USD,"11 515.62 USD
 (77 448 pips)","-5 831.05 USD
 (75 688 pips)",30 (466.03 USD),1 855.62 USD (13),0.12,65.76%,9.68%,48 minutes ago,56.0,4 hours,6.94,302 (42.96%),401 (57.04%),1.97,8.09 USD,20.82 USD,-38.87 USD,6 (-4.47 USD),-759.54 USD (5),2.93%,,98%,0.75 USD,818.77 USD (0.79%),0.81% (816.15 USD),1.63% (1 631.31 USD)
0,1441977,82,82 (100.00%),0 (0.00%),33.45 USD,0.00 USD,"648.70 USD
 (37 102 pips)",-8.39 USD,82 (648.70 USD),648.70 USD (82),1.95,100.00%,5.29%,4 hours ago,16.0,5 days,711.46,58 (70.73%),24 (29.27%),77.32,7.91 USD,7.91 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),0.96%,11.64%,0%,0.20 USD,0.90 USD (0.02%),0.01% (0.20 USD),15.18% (1 254.91 USD)
0,1658369,157,112 (71.33%),45 (28.66%),115.39 USD,-238.95 USD,"1 152.53 USD
 (12 319 pips)","-1 373.93 USD
 (10 013 pips)",23 (210.12 USD),210.12 USD (23),-0.03,35.55%,88.37%,3 hours ago,6.0,8 hours,-0.21,90 (57.32%),67 (42.68%),0.84,-1.41 USD,10.29 USD,-30.53 USD,8 (-803.02 USD),-803.02 USD (8),-19.40%,-100.00%,79%,430.90 USD,1 041.34 USD (142.56%),40.64% (1 041.34 USD),12.65% (230.53 USD)
0,952002,182,182 (100.00%),0 (0.00%),25.31 USD,0.00 USD,"941.13 USD
 (74 970 pips)",-11.81 USD,182 (941.13 USD),941.13 USD (182),1.06,99.19%,34.44%,1 hour ago,4.0,12 days,1787.15,82 (45.05%),100 (54.95%),79.69,5.17 USD,5.17 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),0.55%,6.73%,0%,0.12 USD,0.52 USD (0.06%),-0.00% (0.00 USD),20.14% (1 669.47 USD)
0,1437040,298,256 (85.90%),42 (14.09%),12.69 USD,-1.21 USD,"503.78 USD
 (58 526 pips)","-20.21 USD
 (446 pips)",29 (65.38 USD),70.54 USD (22),1.02,100.00%,35.72%,14 hours ago,28.0,3 days,333.5,218 (73.15%),80 (26.85%),24.93,1.62 USD,1.97 USD,-0.48 USD,3 (-0.12 USD),-1.21 USD (1),1.08%,13.08%,0%,0.12 USD,1.45 USD (0.06%),0.04% (0.75 USD),22.88% (1 430.55 USD)
0,1197124,76,76 (100.00%),0 (0.00%),10.35 USD,0.00 USD,"220.39 USD
 (24 009 pips)",-3.40 USD,76 (220.39 USD),220.39 USD (76),1.53,99.94%,62.78%,2 days ago,4.0,7 days,1808.25,42 (55.26%),34 (44.74%),64.82,2.90 USD,2.90 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),1.94%,23.60%,0%,0.04 USD,0.12 USD (0.04%),0.02% (0.04 USD),46.96% (87.94 USD)
0,1554188,599,459 (76.62%),140 (23.37%),3 074.99 EUR,-1 622.49 EUR,"119 414.46 EUR
 (150 903 pips)","-48 156.56 EUR
 (83 605 pips)",28 (5 354.45 EUR),5 422.53 EUR (19),0.26,97.90%,12.31%,52 minutes ago,70.0,2 days,20.76,251 (41.90%),348 (58.10%),2.48,118.96 EUR,260.16 EUR,-343.98 EUR,7 (-2 489.83 EUR),-2 987.54 EUR (2),9.63%,,100%,69.12 EUR,3 432.82 EUR (1.95%),1.95% (3 432.82 EUR),41.61% (68 128.90 EUR)
0,1412546,6 009,4 045 (67.31%),1 964 (32.68%),7 969.50 USD,-2 880.00 USD,"256 457.60 USD
 (14 118 313 pips)","-132 099.17 USD
 (13 975 099 pips)",37 (424.94 USD),25 112.82 USD (18),0.07,95.74%,8.16%,2 hours ago,149.0,23 hours,6.7,3 008 (50.06%),3 001 (49.94%),1.94,20.70 USD,63.40 USD,-67.26 USD,40 (-4 151.81 USD),-18 553.88 USD (28),4.80%,58.18%,99%,2 371.35 USD,18 553.88 USD (14.82%),6.13% (17 295.05 USD),36.27% (37 425.98 USD)
0,1585632,42,38 (90.47%),4 (9.52%),28.61 USD,-8.02 USD,"258.74 USD
 (10 351 pips)","-23.50 USD
 (595 pips)",19 (114.40 USD),138.48 USD (18),0.83,23.07%,2.32%,52 minutes ago,11.0,2 days,27.71,26 (61.90%),16 (38.10%),11.01,5.60 USD,6.81 USD,-5.88 USD,2 (-8.13 USD),-8.13 USD (2),1.30%,,97%,0.35 USD,8.49 USD (0.26%),0.16% (4.90 USD),3.09% (192.02 USD)
0,1633760,483,441 (91.30%),42 (8.70%),77.60 USD,-20.00 USD,"1 834.79 USD
 (1 272 380 pips)","-157.51 USD
 (457 478 pips)",53 (183.00 USD),244.67 USD (30),0.6,71.08%,2.76%,26 minutes ago,99.0,1 hour,51.14,342 (70.81%),141 (29.19%),11.65,3.47 USD,4.16 USD,-3.75 USD,4 (-9.02 USD),-32.80 USD (2),45.60%,,0%,0.00 USD,32.80 USD (0.74%),0.74% (32.80 USD),45.23% (2 107.90 USD)
0,1645536,71,58 (81.69%),13 (18.31%),48.22 USD,-16.42 USD,"368.57 USD
 (13 991 pips)","-78.69 USD
 (3 810 pips)",23 (76.61 USD),82.64 USD (8),0.46,100.00%,4.53%,59 minutes ago,49.0,2 days,10.87,44 (61.97%),27 (38.03%),4.68,4.08 USD,6.35 USD,-6.05 USD,2 (-26.68 USD),-26.68 USD (2),4.00%,,100%,0.00 USD,26.68 USD (0.51%),0.26% (26.68 USD),4.59% (463.81 USD)
0,1644675,501,382 (76.24%),119 (23.75%),94.37 USD,-20.36 USD,"4 031.90 USD
 (224 204 pips)","-701.42 USD
 (74 794 pips)",37 (301.66 USD),301.66 USD (37),0.4,97.37%,2.15%,23 minutes ago,249.0,2 days,59.22,382 (76.25%),119 (23.75%),5.75,6.65 USD,10.55 USD,-5.89 USD,4 (-28.08 USD),-34.25 USD (3),24.44%,,100%,0.00 USD,56.24 USD (1.04%),0.55% (28.08 USD),5.70% (1 004.06 USD)
0,1610014,167,132 (79.04%),35 (20.96%),4.60 EUR,-2.83 EUR,"33.05 EUR
 (170 806 pips)","-25.86 EUR
 (145 885 pips)",14 (7.23 EUR),8.49 EUR (12),0.06,32.41%,99.43%,1 hour ago,16.0,2 hours,0.76,111 (66.47%),56 (33.53%),1.28,0.04 EUR,0.25 EUR,-0.74 EUR,5 (-9.44 EUR),-9.44 EUR (5),12.06%,,0%,6.58 EUR,9.44 EUR (17.41%),17.41% (9.44 EUR),15.08% (7.70 EUR)
0,1373997,115,115 (100.00%),0 (0.00%),125.47 USD,0.00 USD,"4 306.70 USD
 (404 646 pips)",0.00 USD,115 (4 306.70 USD),4 306.70 USD (115),1.36,100.00%,6.37%,10 hours ago,6.0,9 days,0.0,83 (72.17%),32 (27.83%),,37.45 USD,37.45 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),0.63%,7.61%,0%,0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),18.07% (9 401.88 USD)
0,1604323,268,137 (51.11%),131 (48.88%),65.85 USD,-42.65 USD,"1 123.05 USD
 (33 195 pips)","-979.26 USD
 (28 359 pips)",10 (189.79 USD),189.79 USD (10),0.12,38.02%,14.80%,36 minutes ago,49.0,2 hours,0.61,120 (44.78%),148 (55.22%),1.15,0.54 USD,8.20 USD,-7.48 USD,8 (-41.68 USD),-62.81 USD (6),28.00%,,0%,0.08 USD,234.71 USD (62.72%),9.70% (97.01 USD),6.23% (128.78 USD)
0,1320746,1 712,1 435 (83.82%),277 (16.18%),507.07 EUR,-212.09 EUR,"18 768.15 EUR
 (3 893 860 pips)","-4 508.05 EUR
 (2 731 883 pips)",80 (566.46 EUR),1 244.44 EUR (20),0.28,100.00%,103.29%,4 hours ago,37.0,6 days,23.62,730 (42.64%),982 (57.36%),4.16,8.33 EUR,13.08 EUR,-16.27 EUR,28 (-229.85 EUR),-438.70 EUR (5),6.43%,78.06%,40%,81.78 EUR,603.68 EUR (11.62%),6.88% (179.55 EUR),63.27% (7 280.33 EUR)
0,1637034,36,36 (100.00%),0 (0.00%),2.74 USD,0.00 USD,"29.17 USD
 (3 685 pips)",-0.41 USD,36 (29.17 USD),29.17 USD (36),1.34,44.62%,3.92%,21 hours ago,26.0,13 hours,479.33,8 (22.22%),28 (77.78%),71.15,0.81 USD,0.81 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),19.44%,,94%,0.02 USD,0.06 USD (0.05%),0.02% (0.02 USD),5.59% (12.35 USD)
0,1655218,54,47 (87.03%),7 (12.96%),30.55 EUR,-8.05 EUR,"204.88 EUR
 (6 619 pips)","-32.21 EUR
 (1 468 pips)",32 (123.37 EUR),123.37 EUR (32),0.56,77.76%,35.17%,2 hours ago,54.0,7 hours,8.47,43 (79.63%),11 (20.37%),6.36,3.20 EUR,4.36 EUR,-4.60 EUR,3 (-20.38 EUR),-20.38 EUR (3),22.48%,,100%,6.82 EUR,20.38 EUR (2.30%),2.30% (20.38 EUR),35.02% (312.74 EUR)
0,1651122,51,34 (66.66%),17 (33.33%),24.41 USD,-39.38 USD,"180.08 USD
 (8 503 pips)","-109.09 USD
 (4 911 pips)",7 (75.22 USD),75.22 USD (7),0.16,79.18%,4.79%,2 hours ago,30.0,1 day,1.58,27 (52.94%),24 (47.06%),1.65,1.39 USD,5.30 USD,-6.42 USD,4 (-9.64 USD),-44.85 USD (2),3.54%,,100%,0.84 USD,44.85 USD (2.16%),2.16% (44.85 USD),12.42% (256.34 USD)
0,1652909,29,22 (75.86%),7 (24.14%),40.50 USD,-34.85 USD,"98.89 USD
 (5 073 pips)","-62.97 USD
 (4 470 pips)",7 (47.35 USD),47.35 USD (7),0.12,100.00%,7.76%,1 hour ago,30.0,23 hours,0.99,18 (62.07%),11 (37.93%),1.57,1.24 USD,4.50 USD,-9.00 USD,2 (-36.42 USD),-36.42 USD (2),3.59%,,89%,0.00 USD,36.42 USD (3.42%),3.42% (36.42 USD),16.03% (164.14 USD)
0,1614149,92,88 (95.65%),4 (4.35%),17.57 USD,-0.97 USD,"410.45 USD
 (75 585 pips)","-2.94 USD
 (365 pips)",53 (327.29 USD),327.29 USD (53),1.24,91.52%,1.22%,21 hours ago,13.0,2 days,320.87,56 (60.87%),36 (39.13%),139.61,4.43 USD,4.66 USD,-0.74 USD,2 (-1.27 USD),-1.27 USD (2),9.19%,,0%,0.00 USD,1.27 USD (0.03%),0.03% (1.27 USD),5.59% (234.13 USD)
0,1645402,50,50 (100.00%),0 (0.00%),84.60 USD,0.00 USD,"905.80 USD
 (29 684 pips)",0.00 USD,50 (905.80 USD),905.80 USD (50),1.16,100.00%,12.78%,3 hours ago,45.0,4 days,0.0,11 (22.00%),39 (78.00%),,18.12 USD,18.12 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),40.04%,,0%,0.00 USD,0.00 USD (0.00%),0.00% (0.00 USD),33.20% (664.09 USD)
0,1542486,426,259 (60.79%),167 (39.20%),56.00 USD,-112.19 USD,"2 435.31 USD
 (166 166 pips)","-2 320.73 USD
 (154 650 pips)",18 (115.84 USD),183.77 USD (6),0.02,98.79%,57.13%,9 minutes ago,54.0,6 days,0.13,263 (61.74%),163 (38.26%),1.05,0.27 USD,9.40 USD,-13.90 USD,14 (-492.55 USD),-492.55 USD (14),7.04%,,100%,682.78 USD,886.52 USD (7.91%),7.95% (886.52 USD),22.42% (2 328.45 USD)
0,1660309,83,62 (74.69%),21 (25.30%),3.15 EUR,-4.10 EUR,"77.09 EUR
 (2 200 pips)","-29.69 EUR
 (509 pips)",21 (27.53 EUR),27.53 EUR (21),0.53,46.25%,73.78%,13 hours ago,83.0,37 minutes,6.75,43 (51.81%),40 (48.19%),2.6,0.57 EUR,1.24 EUR,-1.41 EUR,5 (-5.90 EUR),-5.90 EUR (5),10.74%,,100%,0.06 EUR,7.02 EUR (1.42%),1.63% (8.05 EUR),2.63% (12.87 EUR)
0,1518986,317,271 (85.48%),46 (14.51%),442.00 USD,-392.91 USD,"9 960.77 USD
 (50 185 pips)","-3 734.52 USD
 (20 419 pips)",62 (2 143.90 USD),2 143.90 USD (62),0.31,36.67%,42.60%,1 day ago,15.0,9 hours,5.67,152 (47.95%),165 (52.05%),2.67,19.64 USD,36.76 USD,-81.19 USD,7 (-744.88 USD),-1 098.93 USD (4),50.55%,613.31%,0%,0.00 USD,1 098.93 USD (10.27%),23.95% (1 098.93 USD),65.92% (2 501.48 USD)
0,1648082,63,49 (77.77%),14 (22.22%),7.88 USD,-14.19 USD,"94.83 USD
 (8 543 pips)","-52.14 USD
 (5 530 pips)",12 (11.61 USD),18.42 USD (6),0.2,95.87%,3.45%,49 minutes ago,31.0,17 hours,3.01,25 (39.68%),38 (60.32%),1.82,0.68 USD,1.94 USD,-3.72 USD,1 (-14.19 USD),-14.19 USD (1),2.13%,,100%,0.00 USD,14.19 USD (0.69%),0.69% (14.19 USD),3.18% (64.85 USD)
0,1512104,55,40 (72.72%),15 (27.27%),31.75 USD,-6.17 USD,"277.05 USD
 (28 966 pips)","-23.51 USD
 (2 203 pips)",14 (141.11 USD),141.11 USD (14),0.65,96.73%,1.73%,4 hours ago,11.0,4 days,39.93,30 (54.55%),25 (45.45%),11.78,4.61 USD,6.93 USD,-1.57 USD,4 (-4.28 USD),-6.29 USD (2),23.16%,281.04%,0%,0.55 USD,6.35 USD (1.15%),1.15% (6.33 USD),7.28% (44.58 USD)
