,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Best trade,Maximum consecutive wins,Maximal consecutive profit,Worst trade,Maximum consecutive losses,Maximal consecutive loss,Absolute,Maximal,By Balance,By Equity
860,1591135,888,547 (61.59%),341 (38.40%),1 141.68 EUR,-226.99 EUR,"23 284.44 EUR
 (281 175 pips)","-14 100.84 EUR
 (249 909 pips)",80 (1 046.19 EUR),7 568.51 EUR (42),0.09,97.89%,2.17%,4 hours ago,136,2 days,1.45,270 (30.41%),618 (69.59%),1.65,10.34 EUR,42.57 EUR,-41.35 EUR,52 (-6 354.37 EUR),-6 354.37 EUR (52),6.12%,,93%,1 141.68 EUR,80 (1 046.19 EUR),7 568.51 EUR (42),-226.99 EUR,52 (-6 354.37 EUR),-6 354.37 EUR (52),0.15 EUR,6 354.37 EUR (46.39%),8.33% (4 155.99 EUR),4.33% (3 477.74 EUR)
861,1357213,532,353 (66.35%),179 (33.65%),17.80 USD,-17.20 USD,"1 098.11 USD
 (92 829 pips)","-802.14 USD
 (61 419 pips)",15 (24.14 USD),78.35 USD (10),0.11,54.16%,19.63%,3 hours ago,36,1 day,4.36,241 (45.30%),291 (54.70%),1.37,0.56 USD,3.11 USD,-4.48 USD,8 (-54.22 USD),-67.90 USD (7),9.86%,119.64%,99%,17.80 USD,15 (24.14 USD),78.35 USD (10),-17.20 USD,8 (-54.22 USD),-67.90 USD (7),2.99 USD,67.90 USD (9.57%),10.47% (66.85 USD),61.57% (435.39 USD)
862,1464781,28,26 (92.85%),2 (7.14%),10.98 USD,-27.06 USD,"85.48 USD
 (1 062 pips)","-44.76 USD
 (398 pips)",11 (26.76 USD),48.03 USD (10),0.3,0.21%,71.00%,2 days ago,1,5 minutes,1.45,13 (46.43%),15 (53.57%),1.91,1.45 USD,3.29 USD,-22.38 USD,1 (-27.06 USD),-27.06 USD (1),37.64%,,100%,10.98 USD,11 (26.76 USD),48.03 USD (10),-27.06 USD,1 (-27.06 USD),-27.06 USD (1),18.12 USD,28.04 USD (93.72%),21.44% (12.32 USD),28.48% (16.52 USD)
863,1463825,4 062,2 922 (71.93%),1 140 (28.06%),3 026.02 GLD,-1 479.38 GLD,"29 588.83 GLD
 (449 478 pips)","-17 968.68 GLD
 (557 032 pips)",65 (37.08 GLD),6 458.16 GLD (4),0.03,100.00%,14.87%,14 minutes ago,269,17 hours,2.4,1 802 (44.36%),2 260 (55.64%),1.65,2.86 GLD,10.13 GLD,-15.76 GLD,10 (-4 837.59 GLD),-4 837.59 GLD (10),3.80%,46.11%,99%,3 026.02 GLD,65 (37.08 GLD),6 458.16 GLD (4),-1 479.38 GLD,10 (-4 837.59 GLD),-4 837.59 GLD (10),0.00 GLD,4 837.59 GLD (21.52%),8.59% (4 837.59 GLD),51.42% (25 514.39 GLD)
864,1590740,51,47 (92.15%),4 (7.84%),4.12 USD,-3.39 USD,"85.13 USD
 (8 435 pips)","-9.82 USD
 (1 097 pips)",22 (34.46 USD),34.46 USD (22),1.07,86.74%,24.04%,26 minutes ago,23,15 hours,22.22,16 (31.37%),35 (68.63%),8.67,1.48 USD,1.81 USD,-2.46 USD,1 (-3.39 USD),-3.39 USD (1),16.83%,,0%,4.12 USD,22 (34.46 USD),34.46 USD (22),-3.39 USD,1 (-3.39 USD),-3.39 USD (1),0.00 USD,3.39 USD (0.68%),0.67% (3.39 USD),7.06% (34.03 USD)
865,1288314,475,474 (99.78%),1 (0.21%),140.78 USD,-3.52 USD,"4 290.83 USD
 (116 001 pips)",-107.08 USD,325 (2 113.51 USD),2 177.32 USD (149),0.58,100.00%,44.41%,1 day ago,9,3 days,1061.87,157 (33.05%),318 (66.95%),40.07,8.81 USD,9.05 USD,-107.08 USD,1 (-3.52 USD),-3.52 USD (1),0.49%,6.79%,0%,140.78 USD,325 (2 113.51 USD),2 177.32 USD (149),-3.52 USD,1 (-3.52 USD),-3.52 USD (1),0.12 USD,3.94 USD (0.10%),0.01% (3.67 USD),19.62% (3 526.01 USD)
866,1607647,4 102,2 096 (51.09%),2 006 (48.90%),877.23 EUR,-211.46 EUR,"43 756.22 EUR
 (814 093 pips)","-31 058.19 EUR
 (1 112 161 pips)",46 (968.96 EUR),5 769.97 EUR (29),0.06,100.00%,2.72%,2 hours ago,157,17 hours,2.24,2 284 (55.68%),1 818 (44.32%),1.41,3.10 EUR,20.88 EUR,-15.48 EUR,53 (-5 677.74 EUR),-5 677.74 EUR (53),6.32%,78.51%,99%,877.23 EUR,46 (968.96 EUR),5 769.97 EUR (29),-211.46 EUR,53 (-5 677.74 EUR),-5 677.74 EUR (53),0.00 EUR,5 677.74 EUR (11.26%),8.58% (5 677.74 EUR),4.28% (1 713.60 EUR)
867,928332,241,214 (88.79%),27 (11.20%),76.00 BRL,-153.00 BRL,"1 362.16 BRL
 (11 899 pips)","-1 002.36 BRL
 (3 705 pips)",54 (235.43 BRL),235.43 BRL (54),0.08,100.00%,30.48%,18 hours ago,2,9 days,0.92,203 (84.23%),38 (15.77%),1.36,1.49 BRL,6.37 BRL,-37.12 BRL,10 (-175.38 BRL),-184.00 BRL (2),-4.00%,-47.78%,0%,76.00 BRL,54 (235.43 BRL),235.43 BRL (54),-153.00 BRL,10 (-175.38 BRL),-184.00 BRL (2),0.00 BRL,391.00 BRL (8.89%),4.07% (391.00 BRL),17.19% (1 438.61 BRL)
868,1610414,571,468 (81.96%),103 (18.04%),155.96 USD,-36.11 USD,"1 725.55 USD
 (557 394 pips)","-981.98 USD
 (706 204 pips)",36 (39.36 USD),164.99 USD (11),0.1,99.73%,38.42%,5 minutes ago,360,6 hours,5.95,314 (54.99%),257 (45.01%),1.76,1.30 USD,3.69 USD,-9.53 USD,6 (-89.33 USD),-124.88 USD (5),7.44%,,100%,155.96 USD,36 (39.36 USD),164.99 USD (11),-36.11 USD,6 (-89.33 USD),-124.88 USD (5),0.00 USD,124.88 USD (1.19%),1.19% (124.88 USD),14.29% (1 520.94 USD)
869,1553469,26,26 (100.00%),0 (0.00%),10.90 USD,0.00 USD,"102.56 USD
 (12 579 pips)",-1.28 USD,26 (102.56 USD),102.56 USD (26),1.43,99.58%,30.37%,2 days ago,7,5 days,506.4,14 (53.85%),12 (46.15%),80.13,3.94 USD,3.94 USD,0.00 USD,0 (0.00 USD),0.00 USD (0),6.22%,,0%,10.90 USD,26 (102.56 USD),102.56 USD (26),0.00 USD,0 (0.00 USD),0.00 USD (0),0.20 USD,0.20 USD (0.02%),0.01% (0.12 USD),12.43% (118.09 USD)
870,1603929,26,19 (73.07%),7 (26.92%),4.33 USD,-5.75 USD,"32.94 USD
 (2 642 pips)","-22.68 USD
 (963 pips)",6 (12.69 USD),12.69 USD (6),0.18,22.30%,1.58%,15 hours ago,12,3 hours,1.06,13 (50.00%),13 (50.00%),1.45,0.39 USD,1.73 USD,-3.24 USD,3 (-9.42 USD),-9.42 USD (3),1.86%,,0%,4.33 USD,6 (12.69 USD),12.69 USD (6),-5.75 USD,3 (-9.42 USD),-9.42 USD (3),3.26 USD,9.71 USD (1.72%),1.71% (9.67 USD),1.05% (5.88 USD)
871,1594211,295,259 (87.79%),36 (12.20%),17.38 USD,-11.43 USD,"1 297.11 USD
 (68 196 pips)","-139.82 USD
 (5 742 pips)",232 (1 101.13 USD),1 101.13 USD (232),0.97,86.53%,28.86%,18 minutes ago,110,2 days,13.57,191 (64.75%),104 (35.25%),9.28,3.92 USD,5.01 USD,-3.88 USD,16 (-34.70 USD),-50.70 USD (7),38.58%,,0%,17.38 USD,232 (1 101.13 USD),1 101.13 USD (232),-11.43 USD,16 (-34.70 USD),-50.70 USD (7),0.00 USD,85.31 USD (2.73%),2.73% (85.31 USD),46.95% (1 787.92 USD)
872,1016917,207,180 (86.95%),27 (13.04%),0.76 USD,-0.33 USD,"32.24 USD
 (1 540 pips)","-4.67 USD
 (81 pips)",41 (8.27 USD),8.27 USD (41),1.05,100.00%,99.05%,18 hours ago,3,9 days,72.55,204 (98.55%),3 (1.45%),6.9,0.13 USD,0.18 USD,-0.17 USD,2 (-0.04 USD),-0.33 USD (1),0.12%,1.40%,0%,0.76 USD,41 (8.27 USD),8.27 USD (41),-0.33 USD,2 (-0.04 USD),-0.33 USD (1),0.01 USD,0.38 USD (2.70%),0.59% (0.06 USD),27.09% (72.53 USD)
873,971829,658,643 (97.72%),15 (2.28%),106.80 USD,-97.25 USD,"3 794.46 USD
 (190 501 pips)","-294.69 USD
 (5 163 pips)",262 (1 133.31 USD),1 133.31 USD (262),0.97,100.00%,33.90%,2 minutes ago,5,7 days,35.57,401 (60.94%),257 (39.06%),12.88,5.32 USD,5.90 USD,-19.65 USD,2 (-16.23 USD),-97.25 USD (1),0.32%,3.91%,0%,106.80 USD,262 (1 133.31 USD),1 133.31 USD (262),-97.25 USD,2 (-16.23 USD),-97.25 USD (1),0.16 USD,98.40 USD (2.46%),0.38% (97.48 USD),19.99% (5 244.33 USD)
874,1477872,254,183 (72.04%),71 (27.95%),9.61 USD,-9.35 USD,"98.67 USD
 (40 929 pips)","-86.37 USD
 (38 110 pips)",14 (7.82 USD),11.46 USD (6),0.05,35.66%,19.50%,6 hours ago,13,5 hours,0.89,108 (42.52%),146 (57.48%),1.14,0.05 USD,0.54 USD,-1.22 USD,4 (-4.82 USD),-10.98 USD (2),-7.29%,-88.49%,0%,9.61 USD,14 (7.82 USD),11.46 USD (6),-9.35 USD,4 (-4.82 USD),-10.98 USD (2),13.27 USD,13.81 USD (28.18%),28.18% (13.81 USD),27.89% (11.79 USD)
875,1573091,62,43 (69.35%),19 (30.65%),10.05 USD,-17.00 USD,"277.30 USD
 (8 525 pips)","-260.11 USD
 (7 264 pips)",10 (54.34 USD),63.19 USD (8),0.03,28.06%,1.27%,7 hours ago,13,4 hours,0.23,33 (53.23%),29 (46.77%),1.07,0.28 USD,6.45 USD,-13.69 USD,3 (-43.99 USD),-43.99 USD (3),0.31%,,100%,10.05 USD,10 (54.34 USD),63.19 USD (8),-17.00 USD,3 (-43.99 USD),-43.99 USD (3),18.78 USD,75.39 USD (2.47%),2.47% (75.39 USD),1.10% (33.60 USD)
876,1255076,144,143 (99.30%),1 (0.69%),7.78 USD,-2.32 USD,"288.87 USD
 (34 313 pips)",-8.32 USD,86 (143.60 USD),145.27 USD (57),1.41,100.00%,47.81%,1 day ago,1,4 days,107.9,86 (59.72%),58 (40.28%),34.72,1.95 USD,2.02 USD,-8.32 USD,1 (-2.32 USD),-2.32 USD (1),1.65%,20.70%,0%,7.78 USD,86 (143.60 USD),145.27 USD (57),-2.32 USD,1 (-2.32 USD),-2.32 USD (1),0.16 USD,2.60 USD (0.43%),0.30% (2.36 USD),30.17% (321.48 USD)
877,1605906,451,289 (64.07%),162 (35.92%),2 046.00 USD,-2 934.00 USD,"35 814.89 USD
 (44 824 pips)","-18 103.66 USD
 (39 713 pips)",7 (1 773.90 USD),3 258.20 USD (3),0.13,100.00%,15.22%,7 minutes ago,200,4 hours,5.52,253 (56.10%),198 (43.90%),1.98,39.27 USD,123.93 USD,-111.75 USD,2 (-2 940.20 USD),-2 940.20 USD (2),37.53%,,84%,2 046.00 USD,7 (1 773.90 USD),3 258.20 USD (3),-2 934.00 USD,2 (-2 940.20 USD),-2 940.20 USD (2),229.73 USD,3 211.28 USD (5.19%),5.59% (3 211.28 USD),37.85% (21 050.82 USD)
878,1600668,282,204 (72.34%),78 (27.66%),20.02 USD,-97.66 USD,"1 432.74 USD
 (11 525 pips)","-1 376.86 USD
 (6 971 pips)",37 (309.99 USD),309.99 USD (37),0.06,28.76%,28.80%,4 hours ago,84,2 hours,0.14,117 (41.49%),165 (58.51%),1.04,0.20 USD,7.02 USD,-17.65 USD,12 (-173.85 USD),-292.98 USD (3),1.86%,,100%,20.02 USD,37 (309.99 USD),309.99 USD (37),-97.66 USD,12 (-173.85 USD),-292.98 USD (3),15.84 USD,395.11 USD (11.45%),11.75% (406.69 USD),13.39% (455.28 USD)
879,1615926,15,11 (73.33%),4 (26.67%),125.44 USD,-89.80 USD,"487.10 USD
 (4 644 pips)","-192.50 USD
 (961 pips)",11 (487.10 USD),487.10 USD (11),0.43,75.16%,40.07%,2 hours ago,16,1 day,1.64,14 (93.33%),1 (6.67%),2.53,19.64 USD,44.28 USD,-48.13 USD,4 (-172.90 USD),-172.90 USD (4),11.91%,,0%,125.44 USD,11 (487.10 USD),487.10 USD (11),-89.80 USD,4 (-172.90 USD),-172.90 USD (4),4.90 USD,179.90 USD (6.05%),5.96% (177.10 USD),5.12% (149.43 USD)
880,1595009,35,30 (85.71%),5 (14.29%),47.53 USD,-8.36 USD,"305.10 USD
 (10 347 pips)","-11.14 USD
 (549 pips)",12 (129.81 USD),129.81 USD (12),0.87,45.49%,5.61%,1 hour ago,42,14 hours,35.16,12 (34.29%),23 (65.71%),27.39,8.40 USD,10.17 USD,-2.23 USD,1 (-8.36 USD),-8.36 USD (1),32.70%,,100%,47.53 USD,12 (129.81 USD),129.81 USD (12),-8.36 USD,1 (-8.36 USD),-8.36 USD (1),0.00 USD,8.36 USD (0.73%),0.73% (8.36 USD),9.32% (123.67 USD)
881,1600226,83,72 (86.74%),11 (13.25%),26.88 USD,-2.61 USD,"292.01 USD
 (12 746 pips)","-5.95 USD
 (245 pips)",45 (73.44 USD),98.06 USD (15),0.76,12.72%,2.76%,2 days ago,2,12 hours,109.6,21 (25.30%),62 (74.70%),49.08,3.45 USD,4.06 USD,-0.54 USD,6 (-1.19 USD),-2.61 USD (1),9.29%,,39%,26.88 USD,45 (73.44 USD),98.06 USD (15),-2.61 USD,6 (-1.19 USD),-2.61 USD (1),0.00 USD,2.61 USD (0.12%),0.10% (1.99 USD),3.05% (81.33 USD)
882,1549399,90,90 (100.00%),0 (0.00%),13 732.00 JPY,0.00 JPY,"315 919.00 JPY
 (29 374 pips)",0.00 JPY,90 (315 919.00 JPY),315 919.00 JPY (90),1.3,100.00%,64.19%,2 hours ago,20,2 days,0,65 (72.22%),25 (27.78%),n/a,3 510.21 JPY,3 510.21 JPY,0.00 JPY,0 (0.00 JPY),0.00 JPY (0),5.13%,,0%,13 732.00 JPY,90 (315 919.00 JPY),315 919.00 JPY (90),0.00 JPY,0 (0.00 JPY),0.00 JPY (0),0.00 JPY,0.00 JPY (0.00%),0.00% (0.00 JPY),36.64% (1 119 433.00 JPY)
883,1357266,69,66 (95.65%),3 (4.35%),20.72 USD,-0.10 USD,"185.40 USD
 (20 364 pips)","-3.77 USD
 (10 pips)",38 (121.29 USD),121.29 USD (38),0.85,98.07%,5.65%,6 hours ago,5,3 days,477.97,37 (53.62%),32 (46.38%),49.18,2.63 USD,2.81 USD,-1.26 USD,2 (-0.09 USD),-0.10 USD (1),2.21%,26.76%,56%,20.72 USD,38 (121.29 USD),121.29 USD (38),-0.10 USD,2 (-0.09 USD),-0.10 USD (1),0.08 USD,0.38 USD (0.02%),0.00% (0.08 USD),21.41% (486.48 USD)
884,1562619,132,127 (96.21%),5 (3.79%),117.89 USD,-4.84 USD,"4 090.38 USD
 (46 269 pips)",-12.09 USD,60 (1 757.46 USD),1 757.46 USD (60),1.05,97.86%,14.00%,23 hours ago,23,3 days,385.11,70 (53.03%),62 (46.97%),338.33,30.90 USD,32.21 USD,-2.42 USD,3 (-10.59 USD),-10.59 USD (3),22.88%,,100%,117.89 USD,60 (1 757.46 USD),1 757.46 USD (60),-4.84 USD,3 (-10.59 USD),-10.59 USD (3),0.00 USD,10.59 USD (0.08%),0.00% (0.53 USD),52.84% (5 387.76 USD)
885,1605571,176,148 (84.09%),28 (15.91%),41.60 USD,-19.88 USD,"423.85 USD
 (12 981 pips)","-119.78 USD
 (8 327 pips)",27 (52.80 USD),55.23 USD (8),0.27,64.34%,0.62%,2 hours ago,34,4 hours,9.82,89 (50.57%),87 (49.43%),3.54,1.73 USD,2.86 USD,-4.28 USD,3 (-22.30 USD),-22.30 USD (3),3.12%,,100%,41.60 USD,27 (52.80 USD),55.23 USD (8),-19.88 USD,3 (-22.30 USD),-22.30 USD (3),0.00 USD,30.95 USD (0.31%),0.31% (30.95 USD),0.69% (70.81 USD)
886,1510746,106,69 (65.09%),37 (34.91%),43.84 USD,-122.49 USD,"721.77 USD
 (4 665 pips)","-699.92 USD
 (3 562 pips)",13 (160.50 USD),160.50 USD (13),0.03,10.81%,12.52%,10 hours ago,18,12 hours,0.1,44 (41.51%),62 (58.49%),1.03,0.21 USD,10.46 USD,-18.92 USD,6 (-61.41 USD),-156.67 USD (5),1.50%,,100%,43.84 USD,13 (160.50 USD),160.50 USD (13),-122.49 USD,6 (-61.41 USD),-156.67 USD (5),186.06 USD,223.58 USD (4.42%),4.38% (221.64 USD),3.13% (154.40 USD)
887,1591769,554,359 (64.80%),195 (35.20%),127.70 EUR,-28.39 EUR,"2 358.54 EUR
 (52 787 pips)","-855.92 EUR
 (43 428 pips)",17 (59.59 EUR),153.49 EUR (5),0.21,43.61%,4.34%,7 minutes ago,138,44 minutes,17.32,328 (59.21%),226 (40.79%),2.76,2.71 EUR,6.57 EUR,-4.39 EUR,6 (-86.78 EUR),-86.78 EUR (6),15.03%,,99%,127.70 EUR,17 (59.59 EUR),153.49 EUR (5),-28.39 EUR,6 (-86.78 EUR),-86.78 EUR (6),0.00 EUR,86.78 EUR (4.24%),0.79% (86.78 EUR),1.46% (160.14 EUR)
888,1434687,73,45 (61.64%),28 (38.36%),89.53 USD,-4.08 USD,"1 476.48 USD
 (744 615 pips)","-15.69 USD
 (40 pips)",5 (120.40 USD),200.40 USD (4),0.77,91.77%,2.96%,11 hours ago,5,2 days,358.04,73 (100.00%),0 (0.00%),94.1,20.01 USD,32.81 USD,-0.56 USD,3 (-0.73 USD),-4.08 USD (1),3.20%,38.88%,97%,89.53 USD,5 (120.40 USD),200.40 USD (4),-4.08 USD,3 (-0.73 USD),-4.08 USD (1),0.73 USD,4.08 USD (0.04%),0.00% (0.01 USD),51.85% (5 738.70 USD)
889,1529830,553,429 (77.57%),124 (22.42%),20 353.32 CNH,-8 572.27 CNH,"783 588.83 CNH
 (147 658 pips)","-297 856.29 CNH
 (79 152 pips)",19 (36 021.56 CNH),36 511.06 CNH (14),0.29,99.06%,12.94%,23 hours ago,65,2 days,27.26,266 (48.10%),287 (51.90%),2.63,878.36 CNH,1 826.55 CNH,-2 402.07 CNH,3 (-17 817.03 CNH),-17 817.03 CNH (3),21.99%,,99%,20 353.32 CNH,19 (36 021.56 CNH),36 511.06 CNH (14),-8 572.27 CNH,3 (-17 817.03 CNH),-17 817.03 CNH (3),0.00 CNH,17 817.03 CNH (9.37%),1.48% (17 817.03 CNH),42.70% (483 878.48 CNH)
890,1431369,230,228 (99.13%),2 (0.87%),13.41 USD,-109.47 USD,"649.72 USD
 (65 210 pips)","-123.55 USD
 (14 931 pips)",207 (586.34 USD),586.34 USD (207),0.33,100.00%,25.96%,1 day ago,4,3 days,4.8,167 (72.61%),63 (27.39%),5.26,2.29 USD,2.85 USD,-61.78 USD,1 (-109.47 USD),-109.47 USD (1),-0.72%,-6.91%,0%,13.41 USD,207 (586.34 USD),586.34 USD (207),-109.47 USD,1 (-109.47 USD),-109.47 USD (1),0.08 USD,109.67 USD (3.05%),1.84% (109.51 USD),26.56% (1 845.10 USD)
891,1348941,230,179 (77.82%),51 (22.17%),423.68 USD,-277.66 USD,"2 062.14 USD
 (28 377 pips)","-1 556.15 USD
 (21 157 pips)",78 (408.44 USD),423.68 USD (1),0.07,92.75%,19.18%,2 hours ago,13,2 days,0.83,101 (43.91%),129 (56.09%),1.33,2.20 USD,11.52 USD,-30.51 USD,7 (-373.91 USD),-373.91 USD (7),-2.31%,-28.06%,97%,423.68 USD,78 (408.44 USD),423.68 USD (1),-277.66 USD,7 (-373.91 USD),-373.91 USD (7),0.11 USD,606.52 USD (44.25%),16.18% (597.95 USD),60.27% (1 989.84 USD)
892,1574083,221,220 (99.54%),1 (0.45%),30.61 USD,-0.21 USD,"639.61 USD
 (30 436 pips)","-0.21 USD
 (12 pips)",196 (613.61 USD),613.61 USD (196),0.83,100.00%,1.40%,8 hours ago,21,2 days,3044.76,109 (49.32%),112 (50.68%),3045.76,2.89 USD,2.91 USD,-0.21 USD,1 (-0.21 USD),-0.21 USD (1),3.40%,42.68%,90%,30.61 USD,196 (613.61 USD),613.61 USD (196),-0.21 USD,1 (-0.21 USD),-0.21 USD (1),0.00 USD,0.21 USD (0.04%),0.04% (0.21 USD),12.65% (643.90 USD)
893,1458601,3 247,1 643 (50.60%),1 604 (49.40%),175.50 USD,-159.80 USD,"9 019.18 USD
 (181 772 pips)","-8 377.03 USD
 (162 137 pips)",9 (40.36 USD),175.50 USD (1),0.02,13.24%,2.03%,3 minutes ago,201,18 minutes,2.66,1 208 (37.20%),2 039 (62.80%),1.08,0.20 USD,5.49 USD,-5.22 USD,11 (-1.74 USD),-224.00 USD (4),12.05%,146.23%,0%,175.50 USD,9 (40.36 USD),175.50 USD (1),-159.80 USD,11 (-1.74 USD),-224.00 USD (4),79.30 USD,241.67 USD (7.84%),7.84% (241.67 USD),1.62% (50.36 USD)
894,1622215,43,26 (60.46%),17 (39.53%),21.83 GBP,-19.06 GBP,"212.82 GBP
 (7 302 pips)","-155.74 GBP
 (4 652 pips)",16 (182.24 GBP),182.24 GBP (16),0.13,69.97%,44.55%,2 hours ago,49,5 hours,0.42,39 (90.70%),4 (9.30%),1.37,1.33 GBP,8.19 GBP,-9.16 GBP,13 (-133.08 GBP),-133.08 GBP (13),11.34%,,0%,21.83 GBP,16 (182.24 GBP),182.24 GBP (16),-19.06 GBP,13 (-133.08 GBP),-133.08 GBP (13),136.85 GBP,136.85 GBP (27.19%),26.77% (134.77 GBP),22.55% (94.78 GBP)
895,1487160,116,116 (100.00%),0 (0.00%),2 380.00 JPY,0.00 JPY,"72 031.00 JPY
 (67 775 pips)",0.00 JPY,116 (72 031.00 JPY),72 031.00 JPY (116),1.36,100.00%,39.99%,2 hours ago,4,3 days,0,68 (58.62%),48 (41.38%),n/a,620.96 JPY,620.96 JPY,0.00 JPY,0 (0.00 JPY),0.00 JPY (0),0.58%,7.04%,0%,2 380.00 JPY,116 (72 031.00 JPY),72 031.00 JPY (116),0.00 JPY,0 (0.00 JPY),0.00 JPY (0),0.00 JPY,0.00 JPY (0.00%),0.00% (0.00 JPY),29.14% (137 498.00 JPY)
896,1339383,300,125 (41.66%),175 (58.33%),66.64 USD,-36.80 USD,"1 095.94 USD
 (153 281 pips)","-1 172.61 USD
 (63 957 pips)",7 (124.93 USD),124.93 USD (7),-0.03,4.49%,12.28%,6 days ago,1,7 hours,-0.17,150 (50.00%),150 (50.00%),0.93,-0.26 USD,8.77 USD,-6.70 USD,17 (-293.26 USD),-293.26 USD (17),-0.71%,-8.60%,93%,66.64 USD,7 (124.93 USD),124.93 USD (7),-36.80 USD,17 (-293.26 USD),-293.26 USD (17),85.76 USD,457.75 USD (96.98%),25.78% (457.75 USD),2.17% (39.00 USD)
897,1618930,30,29 (96.66%),1 (3.33%),36.00 USD,-116.40 USD,"296.90 USD
 (790 pips)","-140.80 USD
 (386 pips)",16 (169.30 USD),169.30 USD (16),0.28,15.45%,31.47%,18 minutes ago,31,27 minutes,1.33,17 (56.67%),13 (43.33%),2.11,5.20 USD,10.24 USD,-140.80 USD,1 (-116.40 USD),-116.40 USD (1),21.10%,,100%,36.00 USD,16 (169.30 USD),169.30 USD (16),-116.40 USD,1 (-116.40 USD),-116.40 USD (1),1.60 USD,117.20 USD (13.02%),12.99% (117.00 USD),14.53% (109.60 USD)
898,1619239,47,38 (80.85%),9 (19.15%),3.10 USD,-1.67 USD,"28.40 USD
 (25 578 pips)","-11.18 USD
 (4 085 pips)",19 (11.82 USD),11.82 USD (19),0.5,18.39%,4.11%,46 minutes ago,50,15 minutes,4.24,18 (38.30%),29 (61.70%),2.54,0.37 USD,0.75 USD,-1.24 USD,3 (-3.71 USD),-3.71 USD (3),4.16%,,0%,3.10 USD,19 (11.82 USD),11.82 USD (19),-1.67 USD,3 (-3.71 USD),-3.71 USD (3),0.07 USD,4.06 USD (1.91%),4.83% (10.57 USD),1.80% (3.90 USD)
899,1589632,215,186 (86.51%),29 (13.49%),140.22 AUD,-82.51 AUD,"3 161.75 AUD
 (26 296 pips)","-418.48 AUD
 (5 372 pips)",22 (276.30 AUD),443.04 AUD (4),0.46,90.22%,3.96%,2 hours ago,61,19 hours,33.25,107 (49.77%),108 (50.23%),7.56,12.76 AUD,17.00 AUD,-14.43 AUD,2 (-82.47 AUD),-82.51 AUD (1),16.50%,,100%,140.22 AUD,22 (276.30 AUD),443.04 AUD (4),-82.51 AUD,2 (-82.47 AUD),-82.51 AUD (1),0.92 AUD,82.51 AUD (0.53%),0.53% (83.31 AUD),5.27% (1 100.18 AUD)
900,1554188,454,355 (78.19%),99 (21.81%),3 074.99 EUR,-1 622.49 EUR,"100 181.17 EUR
 (125 019 pips)","-40 012.63 EUR
 (67 672 pips)",28 (5 354.45 EUR),5 422.53 EUR (19),0.27,97.90%,12.31%,23 hours ago,66,2 days,17.53,226 (49.78%),228 (50.22%),2.5,132.53 EUR,282.20 EUR,-404.17 EUR,4 (-438.57 EUR),-2 987.54 EUR (2),22.12%,,100%,3 074.99 EUR,28 (5 354.45 EUR),5 422.53 EUR (19),-1 622.49 EUR,4 (-438.57 EUR),-2 987.54 EUR (2),69.12 EUR,3 432.82 EUR (1.95%),1.95% (3 432.82 EUR),41.61% (68 128.90 EUR)
901,1621083,69,50 (72.46%),19 (27.54%),7.94 USD,-10.36 USD,"117.43 USD
 (3 170 pips)","-59.32 USD
 (1 308 pips)",34 (98.08 USD),98.08 USD (34),0.3,28.48%,24.77%,7 hours ago,69,1 hour,1.3,31 (44.93%),38 (55.07%),1.98,0.84 USD,2.35 USD,-3.12 USD,5 (-21.71 USD),-21.71 USD (5),7.99%,,98%,7.94 USD,34 (98.08 USD),98.08 USD (34),-10.36 USD,5 (-21.71 USD),-21.71 USD (5),0.55 USD,44.59 USD (5.38%),5.46% (45.31 USD),6.15% (50.98 USD)
902,1590154,34,32 (94.11%),2 (5.88%),431.40 USD,-85.53 USD,"3 143.13 USD
 (8 499 pips)","-94.64 USD
 (197 pips)",18 (505.25 USD),2 521.25 USD (13),0.69,25.82%,5.43%,2 days ago,3,15 hours,35.64,25 (73.53%),9 (26.47%),33.21,89.66 USD,98.22 USD,-47.32 USD,1 (-85.53 USD),-85.53 USD (1),12.27%,,0%,431.40 USD,18 (505.25 USD),2 521.25 USD (13),-85.53 USD,1 (-85.53 USD),-85.53 USD (1),0.00 USD,85.53 USD (0.81%),0.28% (85.53 USD),6.00% (1 788.06 USD)
903,1582736,31,29 (93.54%),2 (6.45%),32.69 USD,-4.95 USD,"234.64 USD
 (9 042 pips)","-13.76 USD
 (413 pips)",18 (110.41 USD),110.41 USD (18),0.92,21.73%,3.11%,2 days ago,1,1 day,31.42,24 (77.42%),7 (22.58%),17.05,7.13 USD,8.09 USD,-6.88 USD,1 (-4.95 USD),-4.95 USD (1),9.90%,,100%,32.69 USD,18 (110.41 USD),110.41 USD (18),-4.95 USD,1 (-4.95 USD),-4.95 USD (1),0.35 USD,7.03 USD (0.34%),0.19% (5.06 USD),3.43% (89.37 USD)
