,symbol,ordertype,openorder_time,openorder_price,openorder_volume,openorder_commission,closeorder_time,closeorder_price,closeorder_volume,closeorder_commission,takeprofit,stopLoss,profit,swap,balance,openTradeDetails,openClosestrategies,type,id,dfoentity_id,pip_value,volatility,drawDown
16,CHFJPY,Long,2022-06-08T13:00:16,137.101,1.0,0,2022-06-08T13:17:50,137.203,1.0,0,137.2,0,76.2,0.0,0,,,,20756,150,,,
17,AUDCAD,Long,2022-06-08T15:02:43,0.90388,2.0,0,2022-06-08T16:52:43,0.9039,2.0,0,0.90388,0,3.19,0.0,0,,,,20757,150,,,
18,AUDCAD,Short,2022-06-08T11:00:09,0.9014,1.0,0,2022-06-09T03:38:48,0.9013,1.0,0,0.9013,0,7.96,-0.66,0,,,,20755,150,,,
19,AUDCHF,Short,2022-06-09T16:00:09,0.69526,1.0,0,2022-06-09T16:03:09,0.69427,1.0,0,0.0,0,101.81,0.0,0,,,,20760,150,,,
20,CHFJPY,Long,2022-06-09T16:05:35,137.504,0.1,0,2022-06-09T16:05:49,136.278,0.1,0,0.0,0,-91.63,0.0,0,,,,20761,150,,,
21,CHFJPY,Short,2022-06-09T16:05:40,137.501,0.1,0,2022-06-09T16:05:58,137.45,0.1,0,0.0,0,3.81,-4.99,0,,,,20762,150,,,
22,CADCHF,Short,2022-06-10T09:00:07,0.76993,0.1,0,2022-06-10T09:00:26,0.77016,0.1,0,0.0,0,-2.35,0.0,0,,,,20763,150,,,
23,CADCHF,Short,2022-06-10T09:00:24,0.76989,1.0,0,2022-06-10T09:25:24,0.76915,1.0,0,0.76889,0,75.75,0.0,0,,,,20764,150,,,
24,USDCAD,Long,2022-06-10T10:00:04,1.27108,1.0,0,2022-06-10T11:04:29,1.27191,1.0,0,1.272,0,65.26,0.0,0,,,,20765,150,,,
25,GBPJPY,Short,2022-06-10T13:00:06,166.439,1.0,0,2022-06-10T13:11:10,166.341,1.0,0,0.0,0,73.28,0.0,0,,,,20766,150,,,
26,CHFJPY,Long,2022-06-10T13:14:03,136.169,0.1,0,2022-06-10T13:14:27,136.278,0.1,0,0.0,0,8.15,-0.01,0,,,,20767,150,,,
27,CHFJPY,Short,2022-06-10T13:14:10,136.137,0.1,0,2022-06-10T13:14:37,137.45,0.1,0,0.0,0,-98.2,-1.32,0,,,,20768,150,,,
28,GBPJPY,Short,2022-06-13T10:00:09,164.739,1.0,0,2022-06-13T10:02:24,164.631,1.0,0,0.0,0,80.23,0.0,0,,,,20770,150,,,
29,USDCHF,Long,2022-06-13T09:00:08,0.99103,1.0,0,2022-06-13T10:04:15,0.99226,1.0,0,0.9929,0,123.96,0.0,0,,,,20769,150,,,
30,CHFJPY,Long,2022-06-13T10:15:22,135.647,0.1,0,2022-06-13T10:15:38,136.278,0.1,0,0.0,0,46.9,0.05,0,,,,20771,150,,,
31,CHFJPY,Short,2022-06-13T10:15:29,135.614,0.1,0,2022-06-13T10:15:44,137.45,0.1,0,0.0,0,-136.49,-1.0,0,,,,20772,150,,,
32,CADJPY,Short,2022-06-13T11:00:07,104.563,0.1,0,2022-06-13T11:00:10,104.594,0.1,0,0.0,0,-2.31,0.0,0,,,,20773,150,,,
33,CADJPY,Short,2022-06-13T11:00:18,104.567,1.0,0,2022-06-13T14:24:19,104.466,1.0,0,0.0,0,75.3,0.0,0,,,,20774,150,,,
34,CADCHF,Short,2022-06-14T10:00:54,0.76828,1.0,0,2022-06-14T10:08:04,0.76756,1.0,0,0.0,0,72.71,0.0,0,,,,20775,150,,,
35,USDCAD,Long,2022-06-14T11:02:57,1.29143,1.0,0,2022-06-14T12:07:22,1.29224,1.0,0,0.0,0,62.68,0.0,0,,,,20776,150,,,
36,CADJPY,Short,2022-06-14T12:00:06,103.837,1.0,0,2022-06-14T12:21:32,103.8,1.0,0,0.0,0,27.58,0.0,0,,,,20777,150,,,
37,GBPCAD,Short,2022-06-14T16:00:15,1.55649,1.0,0,2022-06-14T16:06:14,1.55519,1.0,0,0.0,0,100.67,0.0,0,,,,20778,150,,,
38,CHFJPY,Long,2022-06-14T16:12:24,134.967,0.1,0,2022-06-14T16:12:41,136.278,0.1,0,0.0,0,97.44,0.01,0,,,,20779,150,,,
39,CHFJPY,Short,2022-06-14T16:12:31,134.927,0.1,0,2022-06-14T16:12:56,137.45,0.1,0,0.0,0,-187.55,-0.69,0,,,,20780,150,,,
40,CADJPY,Short,2022-06-16T10:30:03,103.41,1.0,0,2022-06-16T10:51:15,103.283,1.0,0,0.0,0,95.17,0.0,0,,,,20781,150,,,
41,USDJPY,Short,2022-06-16T11:00:06,133.169,1.0,0,2022-06-16T11:15:49,133.019,1.0,0,133.02,0,112.77,0.0,0,,,,20782,150,,,
42,CHFJPY,Short,2022-06-09T10:00:07,136.278,0.5,0,2022-06-16T11:21:58,136.347,0.5,0,0.0,0,-88.2,-1.33,0,,,,20759,150,,,
43,AUDJPY,Short,2022-06-16T16:13:04,92.276,1.0,0,2022-06-17T04:45:24,94.337,1.0,0,0.0,0,-1536.28,-4.01,0,,,,20783,150,,,
44,AUDJPY,Long,2022-06-16T20:00:03,93.201,2.0,0,2022-06-17T04:45:31,94.293,2.0,0,0.0,0,1626.89,3.38,0,,,,20784,150,,,
45,USDCAD,Long,2022-06-17T09:00:14,1.29822,1.0,0,2022-06-17T14:00:28,1.29955,1.0,0,0.0,0,102.34,0.0,0,,,,20785,150,,,
46,USDCAD,Long,2022-06-17T15:00:31,1.30109,1.0,0,2022-06-17T15:14:59,1.30183,1.0,0,0.0,0,56.84,0.0,0,,,,20786,150,,,
47,EURJPY,Long,2022-06-20T08:02:34,142.211,1.0,0,2022-06-20T16:54:27,142.275,1.0,0,142.35,0,47.4,0.0,0,,,,20787,150,,,
48,USDCAD,Short,2022-06-20T09:00:23,1.29914,1.0,0,2022-06-20T17:55:16,1.29844,1.0,0,1.2977,0,53.91,0.0,0,,,,20788,150,,,
